字,假名,送假名,旧字体,音训读,简体字,等级,类别
働,はたら,く,,训读,动,7级,常用汉字
節,せつ,,節,音读,节,7级,常用汉字
節,せち,,節,音读,节,7级,常用汉字
節,ふし,,節,训读,节,7级,常用汉字
塩,えん,,鹽,音读,盐,7级,常用汉字
塩,しお,,鹽,训读,盐,7级,常用汉字
試,し,,,音读,试,7级,常用汉字
試,こころ,みる,,训读,试,7级,常用汉字
試,ため,す,,训读,试,7级,常用汉字
照,しょう,,,音读,,7级,常用汉字
照,て,る,,训读,,7级,常用汉字
照,て,らす,,训读,,7级,常用汉字
照,て,れる,,训读,,7级,常用汉字
管,かん,,,音读,,7级,常用汉字
管,くだ,,,训读,,7级,常用汉字
徳,とく,,德,音读,德,7级,常用汉字
種,しゅ,,,音读,种,7级,常用汉字
種,たね,,,训读,种,7级,常用汉字
旗,き,,,音读,,7级,常用汉字
旗,はた,,,训读,,7级,常用汉字
察,さつ,,,音读,,7级,常用汉字
静,せい,,靜,音读,,7级,常用汉字
静,じょう,,靜,音读,,7级,常用汉字
静,しず,,靜,训读,,7级,常用汉字
静,しずか,,靜,训读,,7级,常用汉字
静,しず,まる,靜,训读,,7级,常用汉字
静,しず,める,靜,训读,,7级,常用汉字
説,せつ,,,音读,说,7级,常用汉字
説,ぜい,,,音读,说,7级,常用汉字
説,と,く,,训读,说,7级,常用汉字
漁,ぎょ,,,音读,渔,7级,常用汉字
漁,りょう,,,音读,渔,7级,常用汉字
熊,くま,,,训读,,7级,常用汉字
関,かん,,關,音读,关,7级,常用汉字
関,せき,,關,训读,关,7级,常用汉字
関,かか,わる,關,训读,关,7级,常用汉字
億,おく,,,音读,亿,7级,常用汉字
課,か,,,音读,课,7级,常用汉字
潟,かた,,,训读,泻,7级,常用汉字
縄,じょう,,繩,音读,绳,7级,常用汉字
縄,なわ,,繩,训读,绳,7级,常用汉字
輪,りん,,,音读,轮,7级,常用汉字
輪,わ,,,训读,轮,7级,常用汉字
熱,ねつ,,,音读,热,7级,常用汉字
熱,あつ,い,,训读,热,7级,常用汉字
標,ひょう,,,音读,标,7级,常用汉字
選,せん,,,音读,选,7级,常用汉字
選,えら,ぶ,,训读,选,7级,常用汉字
養,よう,,,音读,养,7级,常用汉字
養,やしな,う,,训读,养,7级,常用汉字
器,き,,器,音读,,7级,常用汉字
器,うつわ,,器,训读,,7级,常用汉字
積,せき,,,音读,积,7级,常用汉字
積,つ,む,,训读,积,7级,常用汉字
積,つ,もる,,训读,积,7级,常用汉字
機,き,,,音读,机,7级,常用汉字
機,はた,,,训读,机,7级,常用汉字
録,ろく,,錄,音读,录,7级,常用汉字
類,るい,,類,音读,类,7级,常用汉字
類,たぐ,い,類,训读,类,7级,常用汉字
験,けん,,驗,音读,验,7级,常用汉字
験,げん,,驗,音读,验,7级,常用汉字
観,かん,,觀,音读,观,7级,常用汉字
鏡,きょう,,,音读,镜,7级,常用汉字
鏡,かがみ,,,训读,镜,7级,常用汉字
願,がん,,,音读,愿,7级,常用汉字
願,ねが,う,,训读,愿,7级,常用汉字
競,きょう,,,音读,竞,7级,常用汉字
競,けい,,,音读,竞,7级,常用汉字
競,きそ,う,,训读,竞,7级,常用汉字
競,せ,る,,训读,竞,7级,常用汉字
議,ぎ,,,音读,议,7级,常用汉字
丁,ちょう,,,音读,,8级,常用汉字
丁,てい,,,音读,,8级,常用汉字
化,か,,,音读,,8级,常用汉字
化,け,,,音读,,8级,常用汉字
化,ば,ける,,训读,,8级,常用汉字
化,ば,かす,,训读,,8级,常用汉字
反,はん,,,音读,,8级,常用汉字
反,ほん,,,音读,,8级,常用汉字
反,たん,,,音读,,8级,常用汉字
反,そ,る,,训读,,8级,常用汉字
反,そ,らす,,训读,,8级,常用汉字
予,よ,,豫,音读,,8级,常用汉字
区,く,,區,音读,,8级,常用汉字
他,た,,,音读,,8级,常用汉字
他,ほか,,,训读,,8级,常用汉字
写,しゃ,,寫,音读,,8级,常用汉字
写,うつ,す,寫,训读,,8级,常用汉字
写,うつ,る,寫,训读,,8级,常用汉字
打,だ,,,音读,,8级,常用汉字
打,う,つ,,训读,,8级,常用汉字
平,へい,,,音读,,8级,常用汉字
平,びょう,,,音读,,8级,常用汉字
平,たいら,,,训读,,8级,常用汉字
平,ひら,,,训读,,8级,常用汉字
代,だい,,,音读,,8级,常用汉字
代,たい,,,音读,,8级,常用汉字
代,か,わる,,训读,,8级,常用汉字
代,か,える,,训读,,8级,常用汉字
代,よ,,,训读,,8级,常用汉字
代,しろ,,,训读,,8级,常用汉字
皮,ひ,,,音读,,8级,常用汉字
皮,かわ,,,训读,,8级,常用汉字
去,きょ,,,音读,,8级,常用汉字
去,こ,,,音读,,8级,常用汉字
去,さ,る,,训读,,8级,常用汉字
主,しゅ,,,音读,,8级,常用汉字
主,す,,,音读,,8级,常用汉字
主,ぬし,,,训读,,8级,常用汉字
主,おも,,,训读,,8级,常用汉字
由,ゆ,,,音读,,8级,常用汉字
由,ゆう,,,音读,,8级,常用汉字
由,ゆい,,,音读,,8级,常用汉字
由,よし,,,训读,,8级,常用汉字
央,おう,,,音读,,8级,常用汉字
皿,さら,,,训读,,8级,常用汉字
号,ごう,,號,音读,,8级,常用汉字
礼,れい,,禮,音读,,8级,常用汉字
礼,らい,,禮,音读,,8级,常用汉字
世,せい,,,音读,,8级,常用汉字
世,せ,,,音读,,8级,常用汉字
世,よ,,,训读,,8级,常用汉字
氷,ひょう,,,音读,冰,8级,常用汉字
氷,こおり,,,训读,冰,8级,常用汉字
氷,ひ,,,训读,冰,8级,常用汉字
仕,し,,,音读,,8级,常用汉字
仕,じ,,,音读,,8级,常用汉字
仕,つか,える,,训读,,8级,常用汉字
申,しん,,,音读,,8级,常用汉字
申,もう,す,,训读,,8级,常用汉字
式,しき,,,音读,,8级,常用汉字
曲,きょく,,,音读,,8级,常用汉字
曲,ま,がる,,训读,,8级,常用汉字
曲,ま,げる,,训读,,8级,常用汉字
死,し,,,音读,,8级,常用汉字
死,し,ぬ,,训读,,8级,常用汉字
向,こう,,,音读,,8级,常用汉字
向,む,く,,训读,,8级,常用汉字
向,む,ける,,训读,,8级,常用汉字
向,む,かう,,训读,,8级,常用汉字
向,む,こう,,训读,,8级,常用汉字
次,じ,,,音读,,8级,常用汉字
次,し,,,音读,,8级,常用汉字
次,つ,ぐ,,训读,,8级,常用汉字
次,つぎ,,,训读,,8级,常用汉字
両,りょう,,兩,音读,两,8级,常用汉字
血,けつ,,,音读,,8级,常用汉字
血,ち,,,训读,,8级,常用汉字
守,しゅ,,,音读,,8级,常用汉字
守,す,,,音读,,8级,常用汉字
守,まも,る,,训读,,8级,常用汉字
守,も,り,,训读,,8级,常用汉字
安,あん,,,音读,,8级,常用汉字
安,やす,い,,训读,,8级,常用汉字
列,れつ,,,音读,,8级,常用汉字
羊,よう,,,音读,,8级,常用汉字
羊,ひつじ,,,训读,,8级,常用汉字
全,ぜん,,,音读,,8级,常用汉字
全,まった,く,,训读,,8级,常用汉字
全,すべ,て,,训读,,8级,常用汉字
有,ゆう,,,音读,,8级,常用汉字
有,う,,,音读,,8级,常用汉字
有,あ,る,,训读,,8级,常用汉字
州,しゅう,,,音读,,8级,常用汉字
州,す,,,训读,,8级,常用汉字
返,へん,,,音读,,8级,常用汉字
返,かえ,す,,训读,,8级,常用汉字
返,かえ,る,,训读,,8级,常用汉字
身,しん,,,音读,,8级,常用汉字
身,み,,,训读,,8级,常用汉字
医,い,,醫,音读,,8级,常用汉字
助,じょ,,,音读,,8级,常用汉字
助,たす,ける,,训读,,8级,常用汉字
助,たす,かる,,训读,,8级,常用汉字
助,すけ,,,训读,,8级,常用汉字
豆,とう,,,音读,,8级,常用汉字
豆,ず,,,音读,,8级,常用汉字
豆,まめ,,,训读,,8级,常用汉字
究,きゅう,,,音读,,8级,常用汉字
究,きわ,める,,训读,,8级,常用汉字
投,とう,,,音读,,8级,常用汉字
投,な,げる,,训读,,8级,常用汉字
決,けつ,,,音读,决,8级,常用汉字
決,き,める,,训读,决,8级,常用汉字
決,き,まる,,训读,决,8级,常用汉字
対,たい,,對,音读,对,8级,常用汉字
対,つい,,對,音读,对,8级,常用汉字
局,きょく,,,音读,,8级,常用汉字
坂,はん,,,音读,,8级,常用汉字
坂,さか,,,训读,,8级,常用汉字
住,じゅう,,,音读,,8级,常用汉字
住,す,む,,训读,,8级,常用汉字
住,す,まう,,训读,,8级,常用汉字
役,やく,,,音读,,8级,常用汉字
役,えき,,,音读,,8级,常用汉字
君,くん,,,音读,,8级,常用汉字
君,きみ,,,训读,,8级,常用汉字
始,し,,,音读,,8级,常用汉字
始,はじ,める,,训读,,8级,常用汉字
始,はじ,まる,,训读,,8级,常用汉字
取,しゅ,,,音读,,8级,常用汉字
取,と,る,,训读,,8级,常用汉字
昔,せき,,,音读,,8级,常用汉字
昔,しゃく,,,音读,,8级,常用汉字
昔,むかし,,,训读,,8级,常用汉字
注,ちゅう,,,音读,,8级,常用汉字
注,そそ,ぐ,,训读,,8级,常用汉字
受,じゅ,,,音读,,8级,常用汉字
受,う,ける,,训读,,8级,常用汉字
受,う,かる,,训读,,8级,常用汉字
者,しゃ,,者,音读,,8级,常用汉字
者,もの,,者,训读,,8级,常用汉字
実,じつ,,實,音读,实,8级,常用汉字
実,み,,實,训读,实,8级,常用汉字
実,みの,る,實,训读,实,8级,常用汉字
使,し,,,音读,,8级,常用汉字
使,つか,う,,训读,,8级,常用汉字
事,じ,,,音读,,8级,常用汉字
事,ず,,,音读,,8级,常用汉字
事,こと,,,训读,,8级,常用汉字
所,しょ,,,音读,,8级,常用汉字
所,ところ,,,训读,,8级,常用汉字
命,めい,,,音读,,8级,常用汉字
命,みょう,,,音读,,8级,常用汉字
命,いのち,,,训读,,8级,常用汉字
苦,く,,,音读,,8级,常用汉字
苦,くる,しい,,训读,,8级,常用汉字
苦,くる,しむ,,训读,,8级,常用汉字
苦,くる,しめる,,训读,,8级,常用汉字
苦,にが,い,,训读,,8级,常用汉字
苦,にがる,,,训读,,8级,常用汉字
板,はん,,,音读,,8级,常用汉字
板,ばん,,,音读,,8级,常用汉字
板,いた,,,训读,,8级,常用汉字
泳,えい,,,音读,,8级,常用汉字
泳,およ,ぐ,,训读,,8级,常用汉字
表,ひょう,,,音读,,8级,常用汉字
表,おもて,,,训读,,8级,常用汉字
表,あらわ,す,,训读,,8级,常用汉字
表,あらわ,れる,,训读,,8级,常用汉字
油,ゆ,,,音读,,8级,常用汉字
油,あぶら,,,训读,,8级,常用汉字
味,み,,,音读,,8级,常用汉字
味,あじ,,,训读,,8级,常用汉字
味,あじ,わう,,训读,,8级,常用汉字
服,ふく,,,音读,,8级,常用汉字
物,ぶつ,,,音读,,8级,常用汉字
物,もつ,,,音读,,8级,常用汉字
物,もの,,,训读,,8级,常用汉字
放,ほう,,,音读,,8级,常用汉字
放,はな,す,,训读,,8级,常用汉字
放,はな,つ,,训读,,8级,常用汉字
放,はな,れる,,训读,,8级,常用汉字
放,ほう,る,,训读,,8级,常用汉字
具,ぐ,,,音读,,8级,常用汉字
育,いく,,,音读,,8级,常用汉字
育,そだ,つ,,训读,,8级,常用汉字
育,そだ,てる,,训读,,8级,常用汉字
育,はぐく,む,,训读,,8级,常用汉字
岸,がん,,,音读,,8级,常用汉字
岸,きし,,,训读,,8级,常用汉字
和,わ,,,音读,,8级,常用汉字
和,お,,,音读,,8级,常用汉字
和,やわ,らぐ,,训读,,8级,常用汉字
和,やわ,らげる,,训读,,8级,常用汉字
和,なご,む,,训读,,8级,常用汉字
和,なごやか,,,训读,,8级,常用汉字
波,は,,,音读,,8级,常用汉字
波,なみ,,,训读,,8级,常用汉字
定,てい,,,音读,,8级,常用汉字
定,じょう,,,音读,,8级,常用汉字
定,さだ,める,,训读,,8级,常用汉字
定,さだ,まる,,训读,,8级,常用汉字
定,さだか,,,训读,,8级,常用汉字
委,い,,,音读,,8级,常用汉字
委,ゆだ,ねる,,训读,,8级,常用汉字
幸,こう,,,音读,,8级,常用汉字
幸,さいわ,い,,训读,,8级,常用汉字
幸,さち,,,训读,,8级,常用汉字
幸,しあわ,せ,,训读,,8级,常用汉字
洋,よう,,,音读,,8级,常用汉字
送,そう,,,音读,,8级,常用汉字
送,おく,る,,训读,,8级,常用汉字
柱,ちゅう,,,音读,,8级,常用汉字
柱,はしら,,,训读,,8级,常用汉字
面,めん,,,音读,,8级,常用汉字
面,おも,,,训读,,8级,常用汉字
面,おもて,,,训读,,8级,常用汉字
面,つら,,,训读,,8级,常用汉字
相,そう,,,音读,,8级,常用汉字
相,しょう,,,音读,,8级,常用汉字
相,あい,,,训读,,8级,常用汉字
神,しん,,神,音读,,8级,常用汉字
神,じん,,神,音读,,8级,常用汉字
神,かみ,,神,训读,,8级,常用汉字
神,かん,,神,训读,,8级,常用汉字
神,こう,,神,训读,,8级,常用汉字
追,つい,,,音读,,8级,常用汉字
追,お,う,,训读,,8级,常用汉字
研,けん,,硏,音读,,8级,常用汉字
研,と,ぐ,硏,训读,,8级,常用汉字
度,ど,,,音读,,8级,常用汉字
度,と,,,音读,,8级,常用汉字
度,たく,,,音读,,8级,常用汉字
度,たび,,,训读,,8级,常用汉字
炭,たん,,,音读,,8级,常用汉字
炭,すみ,,,训读,,8级,常用汉字
待,たい,,,音读,,8级,常用汉字
待,ま,つ,,训读,,8级,常用汉字
畑,はた,,,训读,,8级,常用汉字
畑,はたけ,,,训读,,8级,常用汉字
発,はつ,,發,音读,发,8级,常用汉字
発,ほつ,,發,音读,发,8级,常用汉字
美,び,,,音读,,8级,常用汉字
美,うつく,しい,,训读,,8级,常用汉字
秒,びょう,,,音读,,8级,常用汉字
品,ひん,,,音读,,8级,常用汉字
品,しな,,,训读,,8级,常用汉字
負,ふ,,,音读,负,8级,常用汉字
負,ま,ける,,训读,负,8级,常用汉字
負,ま,かす,,训读,负,8级,常用汉字
負,お,う,,训读,负,8级,常用汉字
乗,じょう,,乘,音读,乘,8级,常用汉字
乗,の,る,乘,训读,乘,8级,常用汉字
乗,の,せる,乘,训读,乘,8级,常用汉字
重,じゅう,,,音读,,8级,常用汉字
重,ちょう,,,音读,,8级,常用汉字
重,え,,,训读,,8级,常用汉字
重,おも,い,,训读,,8级,常用汉字
重,かさ,ねる,,训读,,8级,常用汉字
重,かさ,なる,,训读,,8级,常用汉字
指,し,,,音读,,8级,常用汉字
指,ゆび,,,训读,,8级,常用汉字
指,さ,す,,训读,,8级,常用汉字
界,かい,,,音读,,8级,常用汉字
屋,おく,,,音读,,8级,常用汉字
屋,や,,,训读,,8级,常用汉字
持,じ,,,音读,,8级,常用汉字
持,も,つ,,训读,,8级,常用汉字
拾,しゅう,,,音读,,8级,常用汉字
拾,じゅう,,,音读,,8级,常用汉字
拾,ひろ,う,,训读,,8级,常用汉字
急,きゅう,,,音读,,8级,常用汉字
急,いそ,ぐ,,训读,,8级,常用汉字
県,けん,,縣,音读,县,8级,常用汉字
係,けい,,,音读,系,8级,常用汉字
係,かか,る,,训读,系,8级,常用汉字
係,かかり,,,训读,系,8级,常用汉字
級,きゅう,,,音读,级,8级,常用汉字
客,きゃく,,,音读,,8级,常用汉字
客,かく,,,音读,,8级,常用汉字
昭,しょう,,,音读,,8级,常用汉字
勉,べん,,勉,音读,,8级,常用汉字
庫,こ,,,音读,库,8级,常用汉字
庫,く,,,音读,库,8级,常用汉字
酒,しゅ,,,音读,,8级,常用汉字
酒,さけ,,,训读,,8级,常用汉字
酒,さか,,,训读,,8级,常用汉字
院,いん,,,音读,,8级,常用汉字
島,とう,,,音读,岛,8级,常用汉字
島,しま,,,训读,岛,8级,常用汉字
流,りゅう,,,音读,,8级,常用汉字
流,る,,,音读,,8级,常用汉字
流,なが,れる,,训读,,8级,常用汉字
流,なが,す,,训读,,8级,常用汉字
荷,か,,,音读,,8级,常用汉字
荷,に,,,训读,,8级,常用汉字
根,こん,,,音读,,8级,常用汉字
根,ね,,,训读,,8级,常用汉字
庭,てい,,,音读,,8级,常用汉字
庭,にわ,,,训读,,8级,常用汉字
員,いん,,,音读,员,8级,常用汉字
起,き,,,音读,,8级,常用汉字
起,お,きる,,训读,,8级,常用汉字
起,お,こる,,训读,,8级,常用汉字
起,お,こす,,训读,,8级,常用汉字
速,そく,,,音读,,8级,常用汉字
速,はや,い,,训读,,8级,常用汉字
速,はや,める,,训读,,8级,常用汉字
速,はや,まる,,训读,,8级,常用汉字
速,すみやか,,,训读,,8级,常用汉字
倍,ばい,,,音读,,8级,常用汉字
消,しょう,,,音读,,8级,常用汉字
消,き,える,,训读,,8级,常用汉字
消,け,す,,训读,,8级,常用汉字
真,しん,,眞,音读,,8级,常用汉字
真,ま,,眞,训读,,8级,常用汉字
配,はい,,,音读,,8级,常用汉字
配,くば,る,,训读,,8级,常用汉字
宮,きゅう,,,音读,宫,8级,常用汉字
宮,ぐう,,,音读,宫,8级,常用汉字
宮,く,,,音读,宫,8级,常用汉字
宮,みや,,,训读,宫,8级,常用汉字
旅,りょ,,,音读,,8级,常用汉字
旅,たび,,,训读,,8级,常用汉字
病,びょう,,,音读,,8级,常用汉字
病,へい,,,音读,,8级,常用汉字
病,や,む,,训读,,8级,常用汉字
病,やまい,,,训读,,8级,常用汉字
息,そく,,,音读,,8级,常用汉字
息,いき,,,训读,,8级,常用汉字
悪,あく,,惡,音读,恶,8级,常用汉字
悪,お,,惡,音读,恶,8级,常用汉字
悪,わる,い,惡,训读,恶,8级,常用汉字
都,と,,都,音读,,8级,常用汉字
都,つ,,都,音读,,8级,常用汉字
都,みやこ,,都,训读,,8级,常用汉字
動,どう,,,音读,动,8级,常用汉字
動,うご,く,,训读,动,8级,常用汉字
動,うご,かす,,训读,动,8级,常用汉字
球,きゅう,,,音读,,8级,常用汉字
球,たま,,,训读,,8级,常用汉字
部,ぶ,,,音读,,8级,常用汉字
問,もん,,,音读,问,8级,常用汉字
問,と,う,,训读,问,8级,常用汉字
問,と,い,,训读,问,8级,常用汉字
問,とん,,,训读,问,8级,常用汉字
第,だい,,,音读,,8级,常用汉字
終,しゅう,,,音读,终,8级,常用汉字
終,お,わる,,训读,终,8级,常用汉字
終,お,える,,训读,终,8级,常用汉字
習,しゅう,,,音读,习,8级,常用汉字
習,なら,う,,训读,习,8级,常用汉字
宿,しゅく,,,音读,,8级,常用汉字
